transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation
TXN000588,22:42.2,USER0855,MERCHANT0446,77.49,Utilities,P2P,Pune,Web,BHIM,18,Thursday,0,160.62,-83.13
TXN000589,42:09.7,USER0379,MERCHANT0097,415.85,Travel,Recharge,Bangalore,Web,Google Pay,22,Thursday,0,326.71,89.14
TXN000590,01:37.3,USER0597,MERCHANT0358,77.01,Food,P2M,Bangalore,ios,BHIM,3,Friday,1,77.01,0
TXN000591,21:04.9,USER0566,MERCHANT0123,194.72,Healthcare,P2P,Bangalore,Web,Google Pay,7,Friday,1,227.46,-32.74
TXN000592,40:32.4,USER0152,MERCHANT0293,112.43,Food,Bill Payment,Delhi,Web,Paytm,11,Friday,0,79.84,32.59
TXN000593,00:00.0,USER0441,MERCHANT0197,292.65,Healthcare,Recharge,Hyderanbad,Web,Paytm,16,Friday,0,316.91,-24.26
TXN000594,19:27.6,USER0131,MERCHANT0120,253.07,Utilities,Bill Payment,Bangalore,Web,BHIM,20,Friday,0,145.57,107.5
TXN000595,38:55.1,USER0043,MERCHANT0439,511.6,Food,P2P,Mumbai,Android,Paytm,0,Saturday,1,511.6,0
TXN000596,58:22.7,USER0316,MERCHANT0398,108.85,Healthcare,Bill Payment,Bangalore,Web,PhonePe,4,Saturday,1,108.85,0
TXN000597,17:50.3,USER0374,MERCHANT0211,138.4,Shopping,Recharge,Hyderanbad,Android,PhonePe,9,Saturday,0,186.88,-48.48
TXN000598,37:17.8,USER0921,MERCHANT0023,68.12,Grocery,Recharge,Chennai,ios,PhonePe,13,Saturday,0,385.66,-317.54
TXN000599,56:45.4,USER0956,MERCHANT0163,116.25,Entertainment,P2M,Chennai,ios,PhonePe,17,Saturday,0,105.41,10.84
TXN000600,16:13.0,USER0816,MERCHANT0382,264.36,Travel,Bill Payment,Pune,Android,Google Pay,22,Saturday,0,216.68,47.68
TXN000601,35:40.5,USER0996,MERCHANT0243,386.44,Healthcare,Recharge,Pune,Web,Google Pay,2,Sunday,1,249,137.44
TXN000602,55:08.1,USER0882,MERCHANT0362,72.08,Shopping,Recharge,Bangalore,Android,PhonePe,6,Sunday,0,348.32,-276.24
TXN000603,14:35.7,USER0041,MERCHANT0468,432.51,Utilities,P2M,Mumbai,Android,Google Pay,11,Sunday,0,288.92,143.59
TXN000604,34:03.2,USER0921,MERCHANT0416,703.2,Grocery,Recharge,Mumbai,Android,PhonePe,15,Sunday,0,385.66,317.54
TXN000605,53:30.8,USER0367,MERCHANT0196,274.08,Entertainment,P2P,Delhi,Web,BHIM,19,Sunday,0,274.08,0
TXN000606,12:58.4,USER0216,MERCHANT0198,1184.17,Healthcare,Bill Payment,Mumbai,Web,Google Pay,0,Monday,1,684.59,499.58
TXN000607,32:25.9,USER0699,MERCHANT0340,83.61,Utilities,P2M,Delhi,Android,PhonePe,4,Monday,1,70.7,12.91
TXN000608,51:53.5,USER0256,MERCHANT0406,52.21,Healthcare,P2P,Delhi,ios,PhonePe,8,Monday,0,80.12,-27.91
TXN000609,11:21.1,USER0683,MERCHANT0421,30.61,Grocery,P2P,Mumbai,Android,BHIM,13,Monday,0,59.17,-28.56
TXN000610,30:48.6,USER0106,MERCHANT0334,809.2,Shopping,Bill Payment,Mumbai,ios,BHIM,17,Monday,0,809.2,0
TXN000611,50:16.2,USER0363,MERCHANT0078,348.75,Grocery,P2M,Delhi,ios,Paytm,21,Monday,0,196.56,152.19
TXN000612,09:43.8,USER0799,MERCHANT0254,171.47,Healthcare,Recharge,Pune,Web,PhonePe,2,Tuesday,1,171.47,0
TXN000613,29:11.4,USER0574,MERCHANT0494,239.84,Food,P2M,Bangalore,ios,Paytm,6,Tuesday,0,239.84,0
TXN000614,48:38.9,USER0906,MERCHANT0019,58.82,Shopping,Recharge,Pune,Android,Google Pay,10,Tuesday,0,151.39,-92.57
TXN000615,08:06.5,USER0896,MERCHANT0065,2091.74,Travel,Bill Payment,Chennai,Android,PhonePe,15,Tuesday,0,1262.71,829.03
TXN000616,27:34.1,USER0417,MERCHANT0258,206.28,Utilities,Bill Payment,Mumbai,Web,PhonePe,19,Tuesday,0,379.84,-173.56
TXN000617,47:01.6,USER0998,MERCHANT0495,202.23,Food,P2P,Hyderanbad,ios,Google Pay,23,Tuesday,0,202.23,0
TXN000618,06:29.2,USER0636,MERCHANT0303,374.57,Healthcare,P2P,Mumbai,Android,BHIM,4,Wednesday,1,374.57,0
TXN000619,25:56.8,USER0768,MERCHANT0170,293.25,Travel,P2P,Delhi,ios,PhonePe,8,Wednesday,0,293.25,0
TXN000620,45:24.3,USER0159,MERCHANT0446,226.76,Grocery,Bill Payment,Hyderanbad,ios,BHIM,12,Wednesday,0,286.2,-59.44
TXN000621,04:51.9,USER0948,MERCHANT0052,82.23,Food,Recharge,Hyderanbad,Web,PhonePe,17,Wednesday,0,197.58,-115.35
TXN000622,24:19.5,USER0953,MERCHANT0448,290.46,Healthcare,Bill Payment,Bangalore,Android,Paytm,21,Wednesday,0,290.46,0
TXN000623,43:47.0,USER0243,MERCHANT0433,1190.38,Travel,Bill Payment,Chennai,Android,BHIM,1,Thursday,1,651.89,538.49
TXN000624,03:14.6,USER0886,MERCHANT0226,696.05,Shopping,P2P,Mumbai,Android,Paytm,6,Thursday,0,306.88,389.17
TXN000625,22:42.2,USER0167,MERCHANT0052,891.75,Grocery,P2M,Bangalore,ios,PhonePe,10,Thursday,0,536.98,354.77
TXN000626,42:09.7,USER1000,MERCHANT0270,108.72,Travel,P2P,Chennai,Web,Paytm,14,Thursday,1,108.72,0
TXN000627,01:37.3,USER0820,MERCHANT0467,67.38,Grocery,P2M,Pune,Android,PhonePe,19,Thursday,0,261.35,-193.97
TXN000628,21:04.9,USER0831,MERCHANT0234,159.85,Travel,Recharge,Hyderanbad,Web,PhonePe,23,Thursday,0,100.08,59.77
TXN000629,40:32.4,USER0182,MERCHANT0008,191.66,Utilities,Recharge,Bangalore,Web,Paytm,3,Friday,1,191.66,0
TXN000630,00:00.0,USER0903,MERCHANT0370,541.42,Shopping,Recharge,Pune,Web,PhonePe,8,Friday,0,320.83,220.59
TXN000631,19:27.6,USER0423,MERCHANT0074,33.37,Food,P2P,Mumbai,ios,Google Pay,12,Friday,0,33.37,0
TXN000632,38:55.1,USER0026,MERCHANT0210,836.77,Travel,P2P,Mumbai,ios,PhonePe,16,Friday,0,444.52,392.25
TXN000633,58:22.7,USER0184,MERCHANT0446,154.78,Grocery,P2P,Delhi,Web,PhonePe,20,Friday,0,154.78,0
TXN000634,17:50.3,USER0755,MERCHANT0336,118.29,Shopping,Bill Payment,Pune,Web,Google Pay,1,Saturday,1,127.49,-9.2
TXN000635,37:17.8,USER0947,MERCHANT0497,65.88,Food,P2P,Pune,ios,BHIM,5,Saturday,0,65.88,0
TXN000636,56:45.4,USER0341,MERCHANT0080,34.64,Grocery,Bill Payment,Bangalore,Android,Google Pay,9,Saturday,0,34.64,0
TXN000637,16:13.0,USER0802,MERCHANT0039,412.89,Shopping,Recharge,Chennai,Web,Google Pay,14,Saturday,0,412.89,0
TXN000638,35:40.5,USER0954,MERCHANT0241,195.06,Grocery,P2P,Hyderanbad,ios,Google Pay,18,Saturday,0,195.06,0
TXN000639,55:08.1,USER0422,MERCHANT0401,49.9,Healthcare,Bill Payment,Chennai,Web,Google Pay,22,Saturday,0,49.9,0
TXN000640,14:35.7,USER0822,MERCHANT0497,49.65,Entertainment,Recharge,Chennai,Android,BHIM,3,Sunday,1,49.65,0
TXN000641,34:03.2,USER0686,MERCHANT0136,129.57,Entertainment,Recharge,Hyderanbad,Android,PhonePe,7,Sunday,0,318.06,-188.49
TXN000642,53:30.8,USER0885,MERCHANT0174,962.01,Shopping,P2P,Delhi,Web,Paytm,11,Sunday,0,877.32,84.69
TXN000643,12:58.4,USER0753,MERCHANT0320,139.83,Healthcare,P2M,Chennai,Android,BHIM,16,Sunday,0,453.9,-314.07
TXN000644,32:25.9,USER0831,MERCHANT0355,40.32,Food,P2M,Delhi,Web,BHIM,20,Sunday,0,100.08,-59.76
TXN000645,51:53.5,USER0255,MERCHANT0204,141.78,Food,Recharge,Delhi,Android,PhonePe,0,Monday,1,131.57,10.21
TXN000646,11:21.1,USER0274,MERCHANT0333,138,Grocery,P2M,Pune,ios,Google Pay,5,Monday,0,246.42,-108.42
TXN000647,30:48.6,USER0164,MERCHANT0042,12.22,Shopping,P2M,Mumbai,Web,Google Pay,9,Monday,0,993.21,-980.99
TXN000648,50:16.2,USER0807,MERCHANT0437,171.69,Healthcare,Bill Payment,Mumbai,Web,BHIM,13,Monday,0,171.69,0
TXN000649,09:43.8,USER0719,MERCHANT0169,143.89,Travel,Bill Payment,Bangalore,ios,Paytm,18,Monday,0,144.52,-0.63
TXN000650,29:11.4,USER0111,MERCHANT0437,363.66,Entertainment,Bill Payment,Hyderanbad,Android,Google Pay,22,Monday,0,363.66,0
TXN000651,48:38.9,USER0392,MERCHANT0346,1151.66,Healthcare,Recharge,Hyderanbad,ios,BHIM,2,Tuesday,1,1151.66,0
TXN000652,08:06.5,USER0894,MERCHANT0440,559.23,Food,P2M,Bangalore,Android,Paytm,7,Tuesday,0,341.27,217.96
TXN000653,27:34.1,USER0040,MERCHANT0274,138.53,Healthcare,P2P,Pune,Android,Paytm,11,Tuesday,0,194.85,-56.32
TXN000654,47:01.6,USER0880,MERCHANT0195,59.95,Entertainment,P2M,Mumbai,Web,Paytm,15,Tuesday,0,59.95,0
TXN000655,06:29.2,USER0482,MERCHANT0489,2376.44,Travel,Recharge,Delhi,ios,Paytm,20,Tuesday,0,2376.44,0
TXN000656,25:56.8,USER0228,MERCHANT0163,192.33,Travel,Bill Payment,Mumbai,ios,BHIM,0,Wednesday,1,192.33,0
TXN000657,45:24.3,USER0205,MERCHANT0321,183.81,Utilities,Recharge,Bangalore,ios,BHIM,4,Wednesday,1,183.81,0
TXN000658,04:51.9,USER0837,MERCHANT0368,176.95,Grocery,Bill Payment,Mumbai,ios,Paytm,9,Wednesday,0,130.72,46.23
TXN000659,24:19.5,USER0941,MERCHANT0455,220.98,Grocery,Recharge,Delhi,Android,Google Pay,13,Wednesday,0,260.67,-39.69
TXN000660,43:47.0,USER0472,MERCHANT0389,156.9,Grocery,P2P,Chennai,Web,Google Pay,17,Wednesday,0,156.9,0
TXN000661,03:14.6,USER0359,MERCHANT0250,102.14,Shopping,Bill Payment,Chennai,Web,BHIM,22,Wednesday,0,102.14,0
TXN000662,22:42.2,USER0313,MERCHANT0447,104.91,Food,Bill Payment,Hyderanbad,ios,Paytm,2,Thursday,1,104.91,0
TXN000663,42:09.7,USER0841,MERCHANT0278,175.43,Healthcare,P2M,Bangalore,Web,Paytm,6,Thursday,0,175.43,0
TXN000664,01:37.3,USER0815,MERCHANT0019,105.27,Food,Recharge,Pune,Web,BHIM,11,Thursday,0,105.27,0
TXN000665,21:04.9,USER0893,MERCHANT0317,88.87,Utilities,P2M,Mumbai,Android,BHIM,15,Thursday,0,88.87,0
TXN000666,40:32.4,USER0234,MERCHANT0036,201.63,Entertainment,Recharge,Mumbai,Android,BHIM,19,Thursday,0,141.2,60.43
TXN000667,00:00.0,USER0229,MERCHANT0121,140.47,Utilities,P2P,Pune,Web,PhonePe,0,Friday,1,509.92,-369.45
TXN000668,19:27.6,USER0025,MERCHANT0324,815.66,Utilities,P2M,Pune,ios,PhonePe,4,Friday,1,815.66,0
TXN000669,38:55.1,USER0676,MERCHANT0351,12.79,Travel,Bill Payment,Chennai,ios,Paytm,8,Friday,0,296.44,-283.65
TXN000670,58:22.7,USER0198,MERCHANT0472,539.97,Grocery,P2P,Delhi,Android,PhonePe,12,Friday,0,539.97,0
TXN000671,17:50.3,USER0409,MERCHANT0148,630.23,Healthcare,Recharge,Mumbai,Web,Google Pay,17,Friday,0,381.07,249.16
TXN000672,37:17.8,USER0337,MERCHANT0117,22.8,Shopping,Bill Payment,Bangalore,Web,Paytm,21,Friday,0,22.8,0
TXN000673,56:45.4,USER0286,MERCHANT0383,128.68,Food,Recharge,Mumbai,Web,PhonePe,1,Saturday,1,425.28,-296.6
TXN000674,16:13.0,USER0886,MERCHANT0047,125.03,Shopping,Bill Payment,Delhi,Android,Paytm,6,Saturday,1,306.88,-181.85
TXN000675,35:40.5,USER0072,MERCHANT0223,44.37,Grocery,Recharge,Bangalore,Android,Google Pay,10,Saturday,1,174.64,-130.27
TXN000676,55:08.1,USER0991,MERCHANT0051,83.28,Grocery,Bill Payment,Bangalore,Web,Google Pay,14,Saturday,0,83.28,0
TXN000677,14:35.7,USER0792,MERCHANT0390,59.71,Food,Recharge,Bangalore,ios,Paytm,19,Saturday,0,84.73,-25.02
TXN000678,34:03.2,USER0286,MERCHANT0325,1045.52,Travel,P2M,Chennai,ios,PhonePe,23,Saturday,0,425.28,620.24
TXN000679,53:30.8,USER0360,MERCHANT0361,462.05,Entertainment,Bill Payment,Delhi,Android,Paytm,3,Sunday,1,462.05,0
TXN000680,12:58.4,USER0657,MERCHANT0447,646.49,Healthcare,Bill Payment,Mumbai,ios,Google Pay,8,Sunday,0,358.72,287.77
TXN000681,32:25.9,USER0522,MERCHANT0052,373.03,Utilities,P2M,Chennai,ios,PhonePe,12,Sunday,0,223.76,149.27
TXN000682,51:53.5,USER0410,MERCHANT0228,58.61,Travel,Recharge,Hyderanbad,Web,PhonePe,16,Sunday,0,88.84,-30.23
TXN000683,11:21.1,USER0696,MERCHANT0086,107.28,Grocery,Bill Payment,Bangalore,Web,BHIM,21,Sunday,0,140.71,-33.43
TXN000684,30:48.6,USER0864,MERCHANT0356,295.71,Grocery,P2M,Pune,ios,Paytm,1,Monday,1,181.52,114.19
TXN000685,50:16.2,USER0550,MERCHANT0154,53.4,Healthcare,Recharge,Delhi,Android,Google Pay,5,Monday,0,244.84,-191.44
TXN000686,09:43.8,USER0340,MERCHANT0463,369.81,Travel,Bill Payment,Bangalore,Web,Google Pay,10,Monday,0,369.81,0
TXN000687,29:11.4,USER0962,MERCHANT0015,142.55,Utilities,Bill Payment,Delhi,ios,Paytm,14,Monday,0,242.92,-100.37
TXN000688,48:38.9,USER0029,MERCHANT0024,124.61,Utilities,Recharge,Pune,Web,Paytm,18,Monday,0,124.61,0
TXN000689,08:06.5,USER0119,MERCHANT0167,369.06,Grocery,P2M,Bangalore,Web,Google Pay,23,Monday,0,503.89,-134.83
TXN000690,27:34.1,USER0899,MERCHANT0408,282.67,Entertainment,Bill Payment,Mumbai,ios,Google Pay,3,Tuesday,1,282.67,0
TXN000691,47:01.6,USER0994,MERCHANT0029,126.35,Utilities,Recharge,Delhi,ios,Paytm,7,Tuesday,0,126.35,0
TXN000692,06:29.2,USER0268,MERCHANT0151,577.86,Utilities,Bill Payment,Bangalore,Android,Paytm,12,Tuesday,0,359.58,218.28
TXN000693,25:56.8,USER0183,MERCHANT0184,61.49,Food,Recharge,Bangalore,ios,PhonePe,16,Tuesday,0,44.75,16.74
TXN000694,45:24.3,USER0595,MERCHANT0192,335.61,Entertainment,Bill Payment,Delhi,Web,BHIM,20,Tuesday,0,335.61,0
TXN000695,04:51.9,USER0986,MERCHANT0221,328.03,Food,P2P,Pune,Android,Google Pay,1,Wednesday,1,328.03,0
TXN000696,24:19.5,USER0272,MERCHANT0075,133.01,Shopping,P2M,Delhi,ios,PhonePe,5,Wednesday,0,148.86,-15.85
TXN000697,43:47.0,USER0040,MERCHANT0126,251.17,Travel,P2M,Hyderanbad,Web,Paytm,9,Wednesday,0,194.85,56.32
TXN000698,03:14.6,USER0112,MERCHANT0272,51.88,Grocery,P2P,Mumbai,Android,BHIM,14,Wednesday,0,206.67,-154.79
TXN000699,22:42.2,USER0611,MERCHANT0211,456.7,Utilities,Recharge,Pune,Android,Google Pay,18,Wednesday,0,306.3,150.4
TXN000700,42:09.7,USER0445,MERCHANT0290,150.67,Shopping,P2M,Chennai,Android,BHIM,22,Wednesday,0,150.67,0
TXN000701,01:37.3,USER0354,MERCHANT0350,107.48,Food,Recharge,Chennai,Web,PhonePe,3,Thursday,1,107.48,0
TXN000702,21:04.9,USER0747,MERCHANT0406,517.5,Utilities,Bill Payment,Mumbai,Web,Paytm,7,Thursday,0,1024.51,-507.01
TXN000703,40:32.4,USER0806,MERCHANT0093,89.63,Travel,P2P,Mumbai,Android,PhonePe,11,Thursday,0,89.63,0
TXN000704,00:00.0,USER0322,MERCHANT0088,44.32,Food,Recharge,Chennai,Web,BHIM,16,Thursday,0,257.26,-212.94
TXN000705,19:27.6,USER0447,MERCHANT0090,38.22,Entertainment,Recharge,Delhi,Android,PhonePe,20,Thursday,0,268.41,-230.19
TXN000706,38:55.1,USER0621,MERCHANT0041,332.29,Entertainment,P2M,Hyderanbad,Android,PhonePe,0,Friday,1,332.29,0
TXN000707,58:22.7,USER0524,MERCHANT0313,50.38,Grocery,Bill Payment,Bangalore,Web,Paytm,4,Friday,1,192.1,-141.72
TXN000708,17:50.3,USER0119,MERCHANT0446,1048.16,Utilities,P2M,Hyderanbad,Web,Paytm,9,Friday,0,503.89,544.27
TXN000709,37:17.8,USER0395,MERCHANT0196,22.6,Shopping,Bill Payment,Pune,Android,BHIM,13,Friday,0,196.39,-173.79
TXN000710,56:45.4,USER0922,MERCHANT0318,988.76,Grocery,P2M,Hyderanbad,Web,BHIM,17,Friday,0,428.55,560.21
TXN000711,16:13.0,USER0591,MERCHANT0350,223.86,Utilities,Recharge,Mumbai,ios,PhonePe,22,Friday,0,190.17,33.69
TXN000712,35:40.5,USER0195,MERCHANT0124,164.56,Utilities,Recharge,Bangalore,Android,Google Pay,2,Saturday,1,323.03,-158.47
TXN000713,55:08.1,USER0261,MERCHANT0255,105.12,Utilities,P2P,Hyderanbad,Android,PhonePe,6,Saturday,0,105.12,0
TXN000714,14:35.7,USER0046,MERCHANT0468,270.19,Healthcare,Recharge,Bangalore,Web,BHIM,11,Saturday,0,200.52,69.67
TXN000715,34:03.2,USER0726,MERCHANT0299,174.58,Utilities,Recharge,Hyderanbad,Web,PhonePe,15,Saturday,0,174.58,0
TXN000716,53:30.8,USER0447,MERCHANT0074,546.37,Utilities,Recharge,Chennai,Web,Paytm,19,Saturday,0,268.41,277.96
TXN000717,12:58.4,USER0002,MERCHANT0119,203.21,Grocery,Recharge,Bangalore,ios,PhonePe,0,Sunday,1,203.21,0
TXN000718,32:25.9,USER0533,MERCHANT0237,210.67,Travel,P2P,Hyderanbad,Web,Paytm,4,Sunday,1,210.67,0
TXN000719,51:53.5,USER0948,MERCHANT0327,126.01,Healthcare,Bill Payment,Pune,Android,Google Pay,8,Sunday,0,197.58,-71.57
TXN000720,11:21.1,USER0826,MERCHANT0131,171.24,Travel,P2P,Bangalore,Web,Paytm,13,Sunday,0,220.97,-49.73
TXN000721,30:48.6,USER0552,MERCHANT0236,246.61,Grocery,P2P,Delhi,Web,Google Pay,17,Sunday,0,284.63,-38.02
TXN000722,50:16.2,USER0704,MERCHANT0131,32.78,Entertainment,P2M,Mumbai,Android,Google Pay,21,Sunday,0,90.37,-57.59
TXN000723,09:43.8,USER0737,MERCHANT0342,47.08,Travel,Bill Payment,Bangalore,Android,PhonePe,2,Monday,1,94.21,-47.13
TXN000724,29:11.4,USER0963,MERCHANT0005,381.18,Shopping,P2M,Chennai,ios,BHIM,6,Monday,0,339.03,42.15
TXN000725,48:38.9,USER0760,MERCHANT0461,215.05,Shopping,P2P,Mumbai,Web,BHIM,10,Monday,0,671.85,-456.8
TXN000726,08:06.5,USER0755,MERCHANT0412,150.81,Entertainment,Recharge,Hyderanbad,ios,PhonePe,15,Monday,0,127.49,23.32
TXN000727,27:34.1,USER0687,MERCHANT0239,184.64,Grocery,Bill Payment,Hyderanbad,Android,Google Pay,19,Monday,0,156.65,27.99
TXN000728,47:01.6,USER0202,MERCHANT0462,256.62,Shopping,Recharge,Hyderanbad,Android,BHIM,23,Monday,0,256.62,0
TXN000729,06:29.2,USER0373,MERCHANT0148,105.66,Healthcare,P2P,Hyderanbad,Android,Paytm,4,Tuesday,1,105.66,0
TXN000730,25:56.8,USER0442,MERCHANT0347,83.24,Grocery,P2P,Chennai,Android,BHIM,8,Tuesday,0,62.92,20.32
TXN000731,45:24.3,USER0072,MERCHANT0280,220.49,Shopping,P2P,Hyderanbad,Android,Google Pay,12,Tuesday,0,174.64,45.85
TXN000732,04:51.9,USER0972,MERCHANT0081,68.14,Food,Bill Payment,Pune,ios,Google Pay,17,Tuesday,0,68.14,0
TXN000733,24:19.5,USER0681,MERCHANT0038,272.67,Entertainment,P2M,Mumbai,Web,Paytm,21,Tuesday,0,1396.8,-1124.13
TXN000734,43:47.0,USER0943,MERCHANT0227,33.03,Entertainment,P2M,Bangalore,Android,PhonePe,1,Wednesday,1,33.03,0
TXN000735,03:14.6,USER0339,MERCHANT0484,507.33,Entertainment,Recharge,Pune,Web,BHIM,6,Wednesday,0,352.04,155.29
TXN000736,22:42.2,USER0639,MERCHANT0177,290.79,Grocery,Bill Payment,Pune,Android,PhonePe,10,Wednesday,0,290.79,0
TXN000737,42:09.7,USER0322,MERCHANT0301,234.17,Healthcare,Recharge,Pune,ios,BHIM,14,Wednesday,0,257.26,-23.09
TXN000738,01:37.3,USER0680,MERCHANT0154,484.29,Utilities,Recharge,Pune,ios,Paytm,19,Wednesday,0,412.99,71.3
TXN000739,21:04.9,USER0869,MERCHANT0328,958.6,Entertainment,P2M,Pune,ios,PhonePe,23,Wednesday,0,776.94,181.66
TXN000740,40:32.4,USER0128,MERCHANT0493,499.88,Healthcare,Bill Payment,Mumbai,ios,BHIM,3,Thursday,1,601.75,-101.87
TXN000741,00:00.0,USER0738,MERCHANT0218,28.76,Shopping,P2P,Bangalore,Web,BHIM,8,Thursday,0,28.76,0
TXN000742,19:27.6,USER0922,MERCHANT0354,50.42,Food,Recharge,Mumbai,ios,Google Pay,12,Thursday,0,428.55,-378.13
TXN000743,38:55.1,USER0308,MERCHANT0129,97.05,Grocery,P2P,Chennai,ios,Google Pay,16,Thursday,0,96,1.05
TXN000744,58:22.7,USER0520,MERCHANT0234,186.06,Shopping,Bill Payment,Bangalore,ios,BHIM,20,Thursday,0,211.15,-25.09
TXN000745,17:50.3,USER0317,MERCHANT0433,304.19,Utilities,Recharge,Pune,Android,Google Pay,1,Friday,1,304.19,0
TXN000746,37:17.8,USER0683,MERCHANT0155,87.73,Shopping,P2P,Chennai,ios,BHIM,5,Friday,0,59.17,28.56
TXN000747,56:45.4,USER0419,MERCHANT0102,218.5,Healthcare,P2P,Pune,Web,BHIM,9,Friday,0,218.5,0
TXN000748,16:13.0,USER0335,MERCHANT0197,85.17,Entertainment,P2M,Hyderanbad,Android,Google Pay,14,Friday,0,203.27,-118.1
TXN000749,35:40.5,USER0413,MERCHANT0437,98.35,Food,Bill Payment,Delhi,Web,Google Pay,18,Friday,0,88.8,9.55
TXN000750,55:08.1,USER0714,MERCHANT0248,44.4,Healthcare,Bill Payment,Delhi,Android,Google Pay,22,Friday,0,558.28,-513.88
TXN000751,14:35.7,USER0303,MERCHANT0055,72.01,Healthcare,Bill Payment,Chennai,Web,PhonePe,3,Saturday,1,72.01,0
TXN000752,34:03.2,USER0568,MERCHANT0122,46.91,Entertainment,Recharge,Mumbai,Web,Paytm,7,Saturday,0,59.02,-12.11
TXN000753,53:30.8,USER0131,MERCHANT0196,68.31,Travel,P2M,Mumbai,Web,BHIM,11,Saturday,0,145.57,-77.26
TXN000754,12:58.4,USER0197,MERCHANT0293,519.9,Entertainment,Recharge,Bangalore,Android,Paytm,16,Saturday,0,257.18,262.72
TXN000755,32:25.9,USER0431,MERCHANT0184,70.15,Travel,Bill Payment,Hyderanbad,Web,PhonePe,20,Saturday,0,86.9,-16.75
TXN000756,51:53.5,USER0681,MERCHANT0295,2520.93,Entertainment,Recharge,Bangalore,Web,PhonePe,0,Sunday,1,1396.8,1124.13
TXN000757,11:21.1,USER0963,MERCHANT0152,296.88,Food,P2P,Hyderanbad,Android,BHIM,5,Sunday,0,339.03,-42.15
TXN000758,30:48.6,USER0389,MERCHANT0359,218.07,Healthcare,Recharge,Delhi,Web,BHIM,9,Sunday,0,118.4,99.67
TXN000759,50:16.2,USER0694,MERCHANT0152,76.83,Food,Recharge,Delhi,Android,Paytm,13,Sunday,0,76.83,0
TXN000760,09:43.8,USER0767,MERCHANT0012,365.15,Grocery,Bill Payment,Hyderanbad,ios,Paytm,18,Sunday,0,365.15,0
TXN000761,29:11.4,USER0925,MERCHANT0425,101.94,Entertainment,P2P,Bangalore,Web,Google Pay,22,Sunday,0,145.96,-44.02
TXN000762,48:38.9,USER0179,MERCHANT0338,204.8,Healthcare,Bill Payment,Mumbai,Android,Paytm,2,Monday,1,204.8,0
TXN000763,08:06.5,USER0631,MERCHANT0203,2345.1,Travel,P2P,Chennai,ios,Paytm,7,Monday,0,2345.1,0
TXN000764,27:34.1,USER0583,MERCHANT0141,164.67,Grocery,P2P,Hyderanbad,Web,PhonePe,11,Monday,0,164.67,0
TXN000765,47:01.6,USER0309,MERCHANT0005,572.08,Shopping,P2P,Hyderanbad,ios,Paytm,15,Monday,0,572.08,0
TXN000766,06:29.2,USER0416,MERCHANT0290,89.73,Food,Bill Payment,Hyderanbad,Web,Google Pay,20,Monday,0,89.73,0
TXN000767,25:56.8,USER0562,MERCHANT0443,175.04,Grocery,P2P,Bangalore,Android,Paytm,0,Tuesday,1,141.54,33.5
TXN000768,45:24.3,USER0854,MERCHANT0352,1065.08,Healthcare,P2M,Mumbai,ios,BHIM,4,Tuesday,1,583.45,481.63
TXN000769,04:51.9,USER0001,MERCHANT0399,96.84,Food,P2M,Bangalore,ios,Google Pay,9,Tuesday,0,263.85,-167.01
TXN000770,24:19.5,USER0312,MERCHANT0382,1110.37,Grocery,P2M,Pune,ios,BHIM,13,Tuesday,0,1110.37,0
TXN000771,43:47.0,USER0294,MERCHANT0499,367.88,Shopping,P2M,Pune,ios,PhonePe,17,Tuesday,0,367.88,0
TXN000772,03:14.6,USER0216,MERCHANT0026,103.29,Shopping,Bill Payment,Hyderanbad,Web,Google Pay,22,Tuesday,0,684.59,-581.3
TXN000773,22:42.2,USER0441,MERCHANT0467,341.18,Utilities,Recharge,Hyderanbad,Android,Google Pay,2,Wednesday,1,316.91,24.27
TXN000774,42:09.7,USER0805,MERCHANT0311,479.41,Travel,Recharge,Hyderanbad,ios,Paytm,6,Wednesday,0,479.41,0
TXN000775,01:37.3,USER0594,MERCHANT0382,337.58,Healthcare,P2M,Mumbai,Android,Google Pay,11,Wednesday,0,196.55,141.03
TXN000776,21:04.9,USER0622,MERCHANT0255,37.7,Utilities,Recharge,Mumbai,Web,PhonePe,15,Wednesday,0,120.38,-82.68
TXN000777,40:32.4,USER0671,MERCHANT0427,87.61,Travel,P2M,Hyderanbad,Android,PhonePe,19,Wednesday,0,87.61,0
TXN000778,00:00.0,USER0330,MERCHANT0463,141.53,Shopping,P2M,Mumbai,Android,PhonePe,0,Thursday,1,141.53,0
TXN000779,19:27.6,USER0477,MERCHANT0463,168.27,Grocery,Recharge,Delhi,Web,Google Pay,4,Thursday,1,168.27,0
TXN000780,38:55.1,USER0453,MERCHANT0147,337.2,Healthcare,Recharge,Hyderanbad,ios,Google Pay,8,Thursday,0,268.36,68.84
TXN000781,58:22.7,USER0453,MERCHANT0398,216.52,Entertainment,P2P,Delhi,Web,Paytm,12,Thursday,0,268.36,-51.84
TXN000782,17:50.3,USER0692,MERCHANT0410,47.69,Food,P2M,Bangalore,ios,PhonePe,17,Thursday,0,77.18,-29.49
TXN000783,37:17.8,USER0219,MERCHANT0118,265.12,Shopping,Recharge,Delhi,Web,Paytm,21,Thursday,0,253.2,11.92
